BUSINESS UNIT,BUSINESS LINE,ACTIVITY DATE,Sum of AHT,Sum of TOTAL TIME - AHT (sec),Sum of VOLUME - RECEIVED,Sum of CONFORMANCE,Sum of ADHERENCE,Sum of ABANDONMENT RATE,Sum of SERVICE LEVEL,Unplanned Out
RAM,RAM,3/2/2020,1016,2358548,2267,98.28%,95.24%,56.46%,0,78.08333333
RAM,RAM,3/3/2020,1020,2630383,2652,98.18%,95.43%,50.98%,0,35
RAM,RAM,3/4/2020,895,2406671,2225,95.07%,92.66%,39.87%,0,32.25
RAM,RAM,3/5/2020,1092,2311387,2053,96.24%,93.73%,40.19%,0,26
RAM,RAM,3/6/2020,1000,2290111,2266,97.48%,95.25%,35.39%,0,66.25
RAM,RAM,3/9/2020,1082,2846100,2496,96.76%,95.22%,38.90%,0,86.58333333
RAM,RAM,3/10/2020,995,2250155,2249,98.05%,95.28%,42.46%,0,51.5
RAM,RAM,3/11/2020,958,2102494,2062,97.26%,94.96%,40.06%,0,81
RAM,RAM,3/12/2020,931,2551093,2808,96.28%,94.89%,31.77%,0,18
RAM,RAM,3/13/2020,1146,2370183,2142,96.43%,93.19%,45.10%,0,50.16666667
RAM,RAM,3/16/2020,1073,2949540,2574,93.78%,91.52%,65.89%,0,18.75
RAM,RAM,3/17/2020,1083,2781371,2725,95.08%,92.81%,68.04%,0,62.81666667
RAM,RAM,3/18/2020,1172,2744497,1893,94.71%,92.11%,74.33%,0,16.5
RAM,RAM,3/19/2020,1206,2813779,2102,96.47%,94.43%,55.85%,0,38.75
RAM,RAM,3/20/2020,1220,2455964,2156,97.49%,94.21%,60.99%,0,26.16666667
RAM,RAM,3/23/2020,1145,2623739,2034,96.51%,93.56%,61.60%,0,24.5
RAM,RAM,3/24/2020,1063,2676625,2514,97.95%,94.20%,49.64%,0,47
RAM,RAM,3/25/2020,1260,2777320,1998,98.24%,95.03%,52.20%,0,22.66666667
RAM,RAM,3/26/2020,1193,2828203,2098,97.29%,95.38%,36.65%,0,34.75
RAM,RAM,3/27/2020,1248,2747405,2160,98.20%,96.06%,33.66%,0,43.5
RAM,RAM,3/30/2020,1101,2906888,2705,98.19%,95.64%,58.26%,0,32.91666667
RAM,RAM,3/31/2020,1240,2796957,2064,97.75%,95.16%,67.15%,0,8.25
RAM,RAM,4/1/2020,1263,2860570,2022,98.62%,94.93%,56.53%,0,24
RAM,RAM,4/2/2020,1108,2782376,2106,98.10%,95.32%,35.09%,0,21
RAM,RAM,4/3/2020,1129,2266363,2023,97.14%,94.29%,37.32%,0,47.5
RAM,RAM,4/6/2020,1047,2745699,2464,97.36%,96.06%,54.02%,0,24
RAM,RAM,4/7/2020,1018,2621512,2288,97.72%,95.28%,45.63%,0,24
RAM,RAM,4/8/2020,1021,2565204,2260,98.18%,95.97%,34.82%,0,24.83333333
RAM,RAM,4/9/2020,1096,2282897,1905,97.87%,95.41%,32.18%,0,42.25
RAM,RAM,4/10/2020,0,0,396,#DIV/0!,#DIV/0!,251.01%,0,0
RAM,RAM,4/13/2020,981,2903712,2889,98.35%,96.29%,52.79%,0,52.58333333
RAM,RAM,4/14/2020,1144,2628986,2283,97.40%,96.10%,66.10%,0,8
RAM,RAM,4/15/2020,1103,2603684,1926,98.86%,94.91%,55.66%,0,23.5
RAM,RAM,4/16/2020,1160,2652094,2039,95.74%,95.32%,40.56%,0,16.48333333
RAM,RAM,4/17/2020,1192,2427861,1928,96.42%,95.51%,37.24%,0,11.75
RAM,RAM,4/20/2020,1040,2819532,2735,97.70%,96.02%,58.65%,0,30
RAM,RAM,4/21/2020,1194,2456622,1987,94.56%,92.73%,76.90%,0,16
RAM,RAM,4/22/2020,1194,2542420,1764,97.21%,94.36%,66.27%,0,15
RAM,RAM,4/23/2020,1128,2424140,1698,96.84%,94.88%,42.29%,0,10.75
RAM,RAM,4/24/2020,1202,2243299,1824,97.04%,94.74%,36.35%,0,29
RAM,RAM,4/27/2020,1141,2737018,2207,97.81%,96.03%,57.23%,0,40
RAM,RAM,4/28/2020,1222,2530811,1707,97.66%,95.34%,52.61%,0,15.08333333
RAM,RAM,4/29/2020,1200,2144803,1552,96.30%,94.31%,42.72%,0,15.25
RAM,RAM,4/30/2020,1239,2119650,1718,97.22%,95.73%,39.00%,0,2.5
RAM,RAM,5/1/2020,1156,2082489,1767,99.30%,96.46%,35.94%,0,8
RAM,RAM,5/4/2020,1095,2566865,2395,97.86%,95.48%,52.73%,0,41
RAM,RAM,5/5/2020,1070,2368545,1975,97.19%,96.58%,51.85%,0,4
RAM,RAM,5/6/2020,1162,1977280,1552,98.95%,96.19%,56.38%,0,23.66666667
RAM,RAM,5/7/2020,1046,2026106,1744,97.39%,96.52%,39.05%,0,16.25
RAM,RAM,5/8/2020,1189,1928947,1603,96.78%,96.46%,41.17%,0,23.75
RAM,RAM,5/11/2020,1076,2581310,1930,98.00%,95.68%,46.74%,0,37
RAM,RAM,5/12/2020,1076,2191865,1908,96.68%,95.12%,40.57%,0,20.75
RAM,RAM,5/13/2020,1142,1833400,1489,96.95%,94.76%,44.12%,0,27.75
RAM,RAM,5/14/2020,1080,1735348,1567,96.49%,94.83%,39.37%,0,17.5
RAM,RAM,5/15/2020,1076,1912688,1792,94.74%,93.59%,35.27%,0,47
RAM,RAM,5/18/2020,1029,2644576,2049,96.55%,94.86%,42.31%,0,50
RAM,RAM,5/19/2020,1096,2208046,2023,96.41%,94.89%,43.50%,0,25
RAM,RAM,5/20/2020,1155,1961836,1591,97.55%,95.20%,48.59%,0,12
RAM,RAM,5/21/2020,1209,1957562,1525,96.49%,95.00%,44.59%,0,16
RAM,RAM,5/22/2020,1083,1771262,1679,97.52%,94.81%,43.06%,0,25.71666667
RAM,RAM,5/25/2020,0,0,94,#DIV/0!,#DIV/0!,1457.45%,0,0
RAM,RAM,5/26/2020,1071,2443945,2399,97.66%,95.73%,62.03%,0,16.5
RAM,RAM,5/27/2020,1182,2101893,1526,95.84%,94.45%,81.00%,0,13
RAM,RAM,5/28/2020,1136,2196946,1572,98.39%,95.93%,55.60%,0,4
RAM,RAM,5/29/2020,1198,1830759,1390,98.04%,95.06%,52.88%,0,37
RAM,RAM,6/1/2020,1019,876191,1015,98.00%,94.18%,98.42%,0,54.5
RAM,RAM,6/2/2020,925,1339788,1880,93.49%,91.69%,51.33%,0,18.41666667
RAM,RAM,6/3/2020,956,1931866,2192,94.22%,92.17%,38.46%,0,16.08333333
RAM,RAM,6/4/2020,1085,1990321,1745,96.66%,95.04%,37.25%,0,45.41666667
RAM,RAM,6/5/2020,1105,2117931,1991,95.63%,92.92%,36.36%,0,28
RAM,RAM,6/8/2020,1048,2899798,2530,93.86%,92.76%,48.74%,0,72.91666667
RAM,RAM,6/9/2020,1063,2402810,1893,97.86%,95.41%,45.54%,0,46.58333333
RAM,RAM,6/10/2020,1113,2208504,1765,97.19%,95.13%,36.43%,0,10.41666667
RAM,RAM,6/11/2020,1221,1919975,1381,95.85%,93.75%,32.73%,0,22.75
RAM,RAM,6/12/2020,1167,1938869,1643,97.35%,94.44%,26.35%,0,36.75
RAM,RAM,6/15/2020,1056,2746963,2664,96.94%,94.93%,44.93%,0,23
RAM,RAM,6/16/2020,1236,2161850,1756,97.00%,95.15%,68.56%,0,19.83333333
RAM,RAM,6/17/2020,1130,2069778,1648,97.89%,95.34%,0.00%,0,27.58333333
RAM,RAM,6/18/2020,1013,1877612,1796,96.62%,95.13%,53.56%,0,17.5
RAM,RAM,6/19/2020,1011,1949556,1692,97.60%,95.34%,42.97%,0,35.25
RAM,RAM,6/22/2020,1060,2630003,2058,96.57%,95.36%,53.74%,0,29.75
RAM,RAM,6/23/2020,1077,2045140,1957,97.11%,95.46%,59.53%,0,17
RAM,RAM,6/24/2020,1078,2202915,1812,96.37%,94.53%,51.60%,0,7
RAM,RAM,6/25/2020,1012,2276315,1898,97.53%,94.54%,30.77%,0,8
RAM,RAM,6/26/2020,1098,2061873,1702,97.46%,95.56%,23.97%,0,18.25
RAM,RAM,6/29/2020,1108,2762260,2338,96.44%,94.81%,39.48%,0,37.25
RAM,RAM,6/30/2020,1189,2328720,1955,96.68%,95.04%,46.91%,0,6
RAM,RAM,7/1/2020,1223,2346726,1659,97.29%,95.46%,39.72%,0,11.08333333
RAM,RAM,7/2/2020,1126,2073312,1518,96.54%,94.58%,22.13%,0,6.25
RAM,RAM,7/3/2020,0,0,129,#DIV/0!,#DIV/0!,358.14%,0,0
RAM,RAM,7/6/2020,1061,3072778,3427,97.34%,94.86%,41.99%,0,16
RAM,RAM,7/7/2020,1226,2377473,1965,96.18%,95.46%,74.81%,0,10.33333333
RAM,RAM,7/8/2020,1116,2508370,1793,97.09%,94.21%,56.66%,0,19.75
RAM,RAM,7/9/2020,1046,2365979,2041,97.48%,95.64%,38.95%,0,16.58333333
RAM,RAM,7/10/2020,1023,2552350,2064,97.36%,95.92%,0.00%,0,10.5
RAM,RAM,7/13/2020,1058,2729364,2620,98.40%,96.16%,49.24%,0,49
RAM,RAM,7/14/2020,1264,2733643,2766,96.99%,94.99%,12.55%,0,0
RAM,RAM,7/15/2020,1101,3023413,3551,97.47%,95.52%,32.39%,0,0
RAM,RAM,7/16/2020,1125,2292258,2067,97.21%,94.45%,57.14%,0,12
RAM,RAM,7/17/2020,988,2193268,1769,96.95%,95.34%,41.32%,0,24.75
RAM,RAM,7/20/2020,977,2798019,2953,97.71%,95.27%,52.32%,0,40.41666667
RAM,RAM,7/21/2020,985,2143055,2067,97.11%,94.76%,70.05%,0,17
RAM,RAM,7/22/2020,1091,2380632,1887,95.81%,94.48%,61.10%,0,7.083333333
RAM,RAM,7/23/2020,1110,2115989,1778,98.18%,95.25%,56.92%,0,8
RAM,RAM,7/24/2020,1030,2146882,1937,96.68%,94.70%,43.83%,0,16
RAM,RAM,7/27/2020,1116,3095725,2695,97.96%,95.88%,55.84%,0,35
RAM,RAM,7/28/2020,1073,2211379,1959,97.06%,95.37%,71.77%,0,23.41666667
RAM,RAM,7/29/2020,1238,2311071,1723,98.50%,94.55%,73.19%,0,11.25
RAM,RAM,7/30/2020,1146,2264066,1697,95.69%,93.16%,57.81%,0,27.25
RAM,RAM,7/31/2020,1132,2327329,1743,97.32%,95.33%,0.00%,0,28.41666667
RAM,RAM,8/3/2020,1206,2572844,2211,94.65%,92.66%,64.13%,0,26
RAM,RAM,8/4/2020,1108,2156350,1798,95.70%,95.84%,70.58%,0,8
RAM,RAM,8/5/2020,1178,2204808,1925,95.86%,95.55%,68.68%,0,10.5
RAM,RAM,8/6/2020,1103,2054601,1544,96.29%,93.77%,65.03%,0,16
RAM,RAM,8/7/2020,1192,1873476,1640,94.48%,93.25%,65.24%,0,26.5
RAM,RAM,8/10/2020,1091,2684861,2051,95.62%,93.49%,69.77%,0,36.91666667
RAM,RAM,8/11/2020,1050,2329970,2027,98.42%,94.43%,61.17%,0,24.5
RAM,RAM,8/12/2020,1092,2193707,1887,97.95%,94.30%,59.30%,0,21.66666667
RAM,RAM,8/13/2020,1167,2210926,1745,88.98%,90.93%,55.59%,0,16
RAM,RAM,8/14/2020,1080,2077134,1839,97.50%,94.36%,48.18%,0,29.08333333
RAM,RAM,8/17/2020,1138,2639044,2337,96.26%,94.79%,77.06%,0,24.25
RAM,RAM,8/18/2020,1016,2326637,2167,96.72%,94.56%,77.30%,0,16
RAM,RAM,8/19/2020,1141,2342777,2010,96.59%,94.27%,81.04%,0,32
RAM,RAM,8/20/2020,993,2055254,1568,95.05%,93.03%,72.00%,0,26.83333333
RAM,RAM,8/21/2020,1011,1936523,1910,96.96%,93.95%,58.85%,0,35.5
RAM,RAM,8/24/2020,1218,2498541,2292,93.85%,91.88%,70.55%,0,11.5
RAM,RAM,8/25/2020,982,2099383,2384,95.86%,93.70%,78.23%,0,8
RAM,RAM,8/26/2020,994,2404083,1984,95.24%,92.40%,72.03%,0,1.25
RAM,RAM,8/27/2020,1016,2236031,1882,97.77%,94.99%,59.09%,0,16.33333333
RAM,RAM,8/28/2020,1094,2130921,1890,95.90%,93.83%,55.82%,0,18.25
RAM,RAM,8/31/2020,1185,2522053,2079,96.16%,94.63%,64.74%,0,91.5
RAM,RAM,9/1/2020,1039,2636035,2572,94.99%,93.70%,53.97%,0,20.5
RAM,RAM,9/2/2020,1055,2426118,1994,96.92%,93.48%,54.01%,0,1
RAM,RAM,9/3/2020,1012,2589490,2073,95.73%,94.04%,28.85%,0,10.25
RAM,RAM,9/4/2020,1014,1738323,1493,95.10%,93.13%,24.65%,0,19.58333333
RAM,RAM,9/7/2020,0,0,78,0.00%,0.00%,1680.77%,0,0
RAM,RAM,9/8/2020,977,2680819,3633,97.20%,94.64%,25.27%,0,21.41666667
RAM,RAM,9/9/2020,1109,2434128,2572,97.25%,94.50%,50.51%,0,33
RAM,RAM,9/10/2020,1053,2313006,1800,95.95%,94.14%,50.11%,0,24
RAM,RAM,9/11/2020,1559,1551588,1402,59.31%,72.47%,91.51%,0,52
RAM,RAM,9/14/2020,1051,2673442,2439,97.08%,94.36%,45.63%,0,29.25
RAM,RAM,9/15/2020,1029,2262739,2505,93.27%,92.16%,56.69%,0,27
RAM,RAM,9/16/2020,1019,2348976,2818,93.89%,93.48%,15.90%,0,10.33333333
RAM,RAM,9/17/2020,1181,2321510,2239,97.04%,95.10%,31.84%,0,5.333333333
RAM,RAM,9/18/2020,1108,1902171,1400,97.96%,94.88%,28.50%,0,4
RAM,RAM,9/21/2020,1253,2415480,1816,95.14%,93.24%,52.53%,0,8
RAM,RAM,9/22/2020,1186,2436141,2385,96.36%,93.68%,53.88%,0,0
RAM,RAM,9/23/2020,1168,2486404,1879,96.27%,93.27%,55.03%,0,19.5
RAM,RAM,9/24/2020,1029,2201836,2033,96.59%,94.13%,45.79%,0,21
RAM,RAM,9/25/2020,1212,2301759,1763,97.57%,94.71%,45.09%,0,10.5
RAM,RAM,9/28/2020,1147,2601325,2155,97.49%,94.86%,63.25%,0,8
RAM,RAM,9/29/2020,1129,2458187,2439,98.15%,94.70%,1.72%,0,11.41666667
RAM,RAM,9/30/2020,1035,2371280,2016,97.01%,94.14%,53.77%,0,31.16666667
RAM,RAM,10/1/2020,1274,2689813,2029,93.54%,91.47%,49.43%,0,0
RAM,RAM,10/2/2020,1301,2777256,1891,94.83%,92.93%,40.14%,0,9.5
RAM,RAM,10/5/2020,1289,2987367,2234,96.69%,94.77%,59.76%,0,47
RAM,RAM,10/6/2020,1121,2872239,2384,97.26%,94.08%,48.49%,0,18.08333333
RAM,RAM,10/7/2020,1211,2570070,1785,97.86%,94.55%,45.88%,0,32
RAM,RAM,10/8/2020,1179,2480867,1711,95.31%,93.34%,24.78%,0,15.75
RAM,RAM,10/9/2020,1210,1965600,1534,95.71%,94.16%,21.84%,0,29
RAM,RAM,10/12/2020,1186,3022218,2097,97.29%,94.39%,26.18%,0,36.3
RAM,RAM,10/13/2020,1170,2862289,2479,95.92%,93.02%,23.40%,0,8.25
RAM,RAM,10/14/2020,1286,2450711,1827,97.51%,93.51%,27.48%,0,19.75
RAM,RAM,10/15/2020,1117,2338267,2097,94.74%,92.13%,24.37%,0,20.25
RAM,RAM,10/16/2020,1246,2548022,1892,95.15%,92.47%,18.55%,0,2.5
RAM,RAM,10/19/2020,1145,2553201,2241,97.54%,94.98%,34.63%,0,52.75
RAM,RAM,10/20/2020,1168,2611938,2604,95.84%,94.00%,43.55%,0,17.75
RAM,RAM,10/21/2020,1003,2469290,1917,97.33%,93.83%,30.52%,0,7.5
RAM,RAM,10/22/2020,1168,2223287,1870,96.79%,94.24%,28.66%,0,16
RAM,RAM,10/23/2020,1212,2469346,1918,96.80%,93.94%,22.47%,0,54.25
RAM,RAM,10/26/2020,1099,2797732,2216,93.62%,91.47%,26.99%,0,12
RAM,RAM,10/27/2020,1137,2801457,2468,95.15%,93.86%,24.15%,0,11.25
RAM,RAM,10/28/2020,1219,2382109,1852,95.61%,93.78%,26.51%,0,37.91666667
RAM,RAM,10/29/2020,1382,2700682,2032,93.74%,91.38%,1.67%,0,30.25
RAM,RAM,10/30/2020,1285,2529947,2215,96.53%,93.61%,12.73%,0,74.25
RAM,RAM,11/2/2020,1207,3262790,2334,97.45%,94.58%,32.05%,0,21
RAM,RAM,11/3/2020,1176,3111636,2582,96.26%,93.73%,26.41%,0,27.5
RAM,RAM,11/4/2020,1273,2311460,1662,96.53%,93.06%,31.89%,0,48.25
RAM,RAM,11/5/2020,1350,2213320,1562,96.38%,93.73%,29.00%,0,11
RAM,RAM,11/6/2020,1257,2478479,1960,97.26%,93.89%,22.55%,0,44.25
RAM,RAM,11/9/2020,1103,3008713,2614,96.06%,94.41%,45.87%,0,11
RAM,RAM,11/10/2020,1119,2641982,2420,97.18%,94.55%,52.11%,0,39.25
RAM,RAM,11/11/2020,1117,2257897,1662,96.56%,93.47%,54.15%,0,21.5
RAM,RAM,11/12/2020,1330,2699312,1971,#DIV/0!,#DIV/0!,42.92%,0,3.583333333
RAM,RAM,11/13/2020,1258,2585651,1791,94.08%,93.60%,31.88%,0,30.25
RAM,RAM,11/16/2020,1307,2954149,2527,95.28%,92.94%,51.60%,0,64.66666667
RAM,RAM,11/17/2020,1169,2887061,2303,95.24%,92.67%,49.93%,0,33.66666667
RAM,RAM,11/18/2020,1226,2809487,2102,93.88%,90.75%,45.10%,0,32
RIS,RIS,1/1/2019,35,105,3,#DIV/0!,#DIV/0!,0.00%,0.333333333,0
RIS,RIS,1/2/2019,564,2069880,4547,86.91%,94.82%,19.29%,0.160105564,106
RIS,RIS,1/3/2019,549,1685979,3309,82.59%,92.84%,7.19%,0.55001511,82.86666667
RIS,RIS,1/4/2019,556,1712480,3436,86.51%,94.11%,10.36%,0.529976717,97.33333333
RIS,RIS,1/7/2019,608,1960192,5095,81.85%,94.55%,36.72%,0.080078508,153
RIS,RIS,1/8/2019,609,1882419,4180,97.03%,93.56%,26.05%,0.25,125.6666667
RIS,RIS,1/9/2019,625,1781875,3399,98.22%,93.34%,16.12%,0.330097087,87.75
RIS,RIS,1/10/2019,588,1642284,3141,95.93%,92.06%,11.08%,0.330149634,117.5
RIS,RIS,1/11/2019,596,1606816,2897,97.49%,93.18%,6.94%,0.529858474,77.83333333
RIS,RIS,1/14/2019,592,1863024,3804,93.11%,92.41%,17.27%,0.200052576,89.66666667
RIS,RIS,1/15/2019,558,1452474,2707,93.72%,90.95%,3.84%,0.680088659,113.25
RIS,RIS,1/16/2019,568,1395008,2600,94.65%,94.22%,5.54%,0.74,50.58333333
RIS,RIS,1/17/2019,555,1240980,2291,93.06%,92.14%,2.40%,0.790048014,72
RIS,RIS,1/18/2019,554,1301900,2420,96.11%,93.18%,2.89%,0.719834711,104
RIS,RIS,1/21/2019,533,766454,1465,96.00%,92.19%,1.84%,0.929692833,42
RIS,RIS,1/22/2019,575,1470850,3126,96.56%,92.80%,18.17%,0.220089571,168.75
RIS,RIS,1/23/2019,567,1403892,2562,95.40%,91.61%,3.36%,0.770101483,83.25
RIS,RIS,1/24/2019,579,1306803,2369,95.61%,91.38%,4.73%,0.780075981,65.25
RIS,RIS,1/25/2019,582,1379922,2449,95.47%,90.65%,3.18%,0.659861168,106.8333333
RIS,RIS,1/28/2019,632,1781608,3721,89.89%,86.26%,24.24%,0.120128998,74.63333333
RIS,RIS,1/29/2019,627,1573770,3040,91.17%,92.69%,17.43%,0.170065789,108
RIS,RIS,1/30/2019,617,1467843,2798,96.42%,92.39%,14.97%,0.250178699,57.75
RIS,RIS,1/31/2019,624,1389648,2688,95.17%,92.22%,17.15%,0.29985119,74.83333333
RIS,RIS,2/1/2019,588,1258908,3127,96.78%,92.79%,31.53%,0.100095939,169.0833333
RIS,RIS,2/4/2019,578,1754808,4149,93.77%,85.80%,26.83%,0.149915642,98
RIS,RIS,2/5/2019,571,1611362,3176,95.41%,92.78%,11.15%,0.260075567,67.25
RIS,RIS,2/6/2019,578,1494130,2905,95.49%,92.37%,11.02%,0.469879518,67.91666667
RIS,RIS,2/7/2019,560,1379280,2536,94.08%,91.99%,2.88%,0.690063091,42.66666667
RIS,RIS,2/8/2019,572,1300156,2462,93.99%,93.37%,7.68%,0.460194963,97.41666667
RIS,RIS,2/11/2019,622,1779542,3866,96.79%,93.61%,26.00%,0.120020693,114.75
RIS,RIS,2/12/2019,590,1503320,3348,96.54%,92.93%,23.89%,0.200119474,83.83333333
RIS,RIS,2/13/2019,566,1418396,2665,96.34%,92.28%,5.97%,0.499812383,88
RIS,RIS,2/14/2019,562,1139174,2123,93.85%,91.60%,4.52%,0.640131889,38.75
RIS,RIS,2/15/2019,652,1603920,2667,98.04%,94.83%,7.76%,0.550056243,59
RIS,RIS,2/18/2019,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
RIS,RIS,2/19/2019,648,2303640,4785,93.53%,89.52%,25.71%,0.099895507,120.9166667
RIS,RIS,2/20/2019,669,1437681,3686,93.34%,87.02%,41.70%,0.100108519,252
RIS,RIS,2/21/2019,615,1491990,2804,95.38%,91.28%,13.48%,0.309914408,71.83333333
RIS,RIS,2/22/2019,605,1484065,3151,97.19%,93.07%,22.15%,0.13995557,123.75
RIS,RIS,2/25/2019,687,2115960,4091,95.56%,91.36%,24.71%,0.160107553,124.25
RIS,RIS,2/26/2019,593,1704875,3077,95.03%,93.11%,6.56%,0.459863503,53
RIS,RIS,2/27/2019,580,1324140,2342,94.47%,91.78%,2.52%,0.749786507,34.25
RIS,RIS,2/28/2019,610,1464000,2451,97.10%,91.89%,2.08%,0.800081599,58.25
RIS,RIS,3/1/2019,647,1685435,2773,96.92%,92.48%,6.06%,0.750090155,76.75
RIS,RIS,3/4/2019,601,2266972,4146,95.74%,91.36%,9.02%,0.679932465,107.5833333
RIS,RIS,3/5/2019,592,1813296,3308,97.75%,92.93%,7.41%,0.669891173,40.41666667
RIS,RIS,3/6/2019,603,1632924,2881,98.67%,93.29%,6.00%,0.679972232,40.75
RIS,RIS,3/7/2019,601,1514520,2657,97.24%,93.70%,5.16%,0.730146782,32
RIS,RIS,3/8/2019,574,1501584,2677,97.07%,93.52%,2.28%,0.790063504,62.66666667
RIS,RIS,3/11/2019,595,2092615,3865,97.52%,93.42%,9.00%,0.460025873,123.8333333
RIS,RIS,3/12/2019,600,1714800,2911,97.53%,93.51%,1.82%,0.870147716,61
RIS,RIS,3/13/2019,609,1283163,2877,96.08%,92.30%,26.76%,0.299965242,59.25
RIS,RIS,3/14/2019,613,1509819,2738,93.96%,90.78%,10.04%,0.529948868,149.8333333
RIS,RIS,3/15/2019,599,1912008,3815,97.78%,92.89%,16.33%,0.190039318,76.91666667
RIS,RIS,3/18/2019,597,2269197,4265,97.23%,94.14%,10.88%,0.27010551,69.5
RIS,RIS,3/19/2019,587,1738107,3028,96.87%,93.59%,2.21%,0.67007926,46.25
RIS,RIS,3/20/2019,596,1564500,2674,95.38%,91.89%,1.83%,0.810022438,16.66666667
RIS,RIS,3/21/2019,567,1608579,3036,95.10%,92.54%,6.55%,0.570158103,39
RIS,RIS,3/22/2019,574,1591128,2829,96.87%,92.96%,2.01%,0.759985861,54.25
RIS,RIS,3/25/2019,583,2042832,3827,95.70%,92.51%,8.44%,0.480010452,127.8333333
RIS,RIS,3/26/2019,570,1607970,2949,96.50%,92.75%,4.34%,0.779925398,104.75
RIS,RIS,3/27/2019,556,1532892,2814,98.38%,93.37%,2.03%,0.830135039,49.08333333
RIS,RIS,3/28/2019,528,1687488,3338,96.67%,92.52%,4.25%,0.769922109,44.5
RIS,RIS,3/29/2019,586,1650762,2853,98.99%,94.40%,1.26%,0.860147213,76
RIS,RIS,4/1/2019,577,2318386,4431,98.73%,94.98%,9.32%,0.459941323,135.85
RIS,RIS,4/2/2019,578,1869252,3284,97.93%,94.99%,1.52%,0.840133983,67.5
RIS,RIS,4/3/2019,582,1744836,3069,101.35%,94.03%,2.31%,0.829912023,68
RIS,RIS,4/4/2019,612,1796832,3065,99.26%,94.51%,4.21%,0.649918434,84.91666667
RIS,RIS,4/5/2019,595,1858780,3230,99.10%,94.04%,3.28%,0.63993808,75.41666667
RIS,RIS,4/8/2019,598,2618044,4935,98.75%,95.77%,11.29%,0.299898683,91.33333333
RIS,RIS,4/9/2019,578,2171546,3904,97.09%,94.25%,3.77%,0.640112705,40.75
RIS,RIS,4/10/2019,558,1925100,3586,99.41%,94.07%,3.79%,0.919966537,32.31666667
RIS,RIS,4/11/2019,556,1734164,3131,96.94%,93.82%,0.38%,0.979878633,49.16666667
RIS,RIS,4/12/2019,569,1986948,3541,98.51%,94.24%,1.38%,0.870093194,39.83333333
RIS,RIS,4/15/2019,566,2528888,4559,97.96%,95.54%,2.00%,0.799956131,85.5
RIS,RIS,4/16/2019,523,1320575,2534,98.19%,94.14%,0.36%,0.94988161,68.08333333
RIS,RIS,4/17/2019,505,1141300,2295,97.95%,93.63%,1.53%,0.900217865,41.5
RIS,RIS,4/18/2019,544,1176672,2187,97.12%,94.15%,1.10%,0.950160037,62.75
RIS,RIS,4/19/2019,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
RIS,RIS,4/22/2019,544,1721216,3272,99.25%,94.96%,3.30%,0.800122249,54.75
RIS,RIS,4/23/2019,548,1414936,2617,98.14%,94.41%,1.34%,0.849828047,6.25
RIS,RIS,4/24/2019,568,1313784,2400,98.15%,94.41%,3.63%,0.82,24.33333333
RIS,RIS,4/25/2019,548,1109152,2029,98.73%,94.95%,0.25%,0.960078857,49
RIS,RIS,4/26/2019,572,1278420,2311,93.56%,91.73%,3.29%,0.829943747,39.5
RIS,RIS,4/29/2019,558,1617642,2972,97.42%,95.24%,2.46%,0.860026918,51.58333333
RIS,RIS,4/30/2019,550,1286450,2367,99.13%,95.42%,1.18%,0.890156316,69.08333333
RIS,RIS,5/1/2019,561,1200540,2208,99.56%,94.84%,3.08%,0.860054348,99.33333333
RIS,RIS,5/2/2019,552,1089648,2039,96.61%,92.30%,3.19%,0.840117705,33
RIS,RIS,5/3/2019,543,1245099,2326,98.38%,93.80%,1.42%,0.910146174,60.66666667
RIS,RIS,5/6/2019,548,1569472,2869,97.90%,94.92%,0.17%,0.989891948,62.5
RIS,RIS,5/7/2019,545,1287835,2381,97.97%,93.65%,0.76%,0.900041999,83
RIS,RIS,5/8/2019,558,1126602,2044,98.85%,94.11%,1.22%,0.930039139,40.08333333
RIS,RIS,5/9/2019,544,1088000,2038,95.33%,91.61%,1.86%,0.899901865,32.91666667
RIS,RIS,5/10/2019,582,1241988,2165,99.24%,93.00%,1.43%,0.789838337,60.66666667
RIS,RIS,5/13/2019,545,1627370,3016,98.63%,95.23%,0.99%,0.910145889,85.5
RIS,RIS,5/14/2019,554,1305224,2376,100.94%,93.41%,0.84%,0.939814815,56.08333333
RIS,RIS,5/15/2019,563,1176107,2113,94.14%,94.02%,1.14%,0.890203502,49.08333333
RIS,RIS,5/16/2019,559,1111292,2010,99.68%,92.63%,1.09%,0.880099502,37.26666667
RIS,RIS,5/17/2019,565,1128305,2028,94.70%,91.64%,1.53%,0.880177515,60.75
RIS,RIS,5/20/2019,540,1557900,2942,97.58%,95.04%,1.94%,0.859959211,129.8333333
RIS,RIS,5/21/2019,539,1216523,2277,98.96%,94.42%,0.88%,0.939833114,70.08333333
RIS,RIS,5/22/2019,556,1145916,2072,99.61%,95.05%,0.53%,0.930019305,28.16666667
RIS,RIS,5/23/2019,521,965413,1862,96.60%,93.54%,0.48%,0.989795918,32.08333333
RIS,RIS,5/24/2019,536,974984,1847,96.78%,93.95%,1.52%,0.890092041,88.08333333
RIS,RIS,5/27/2019,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
